"SteuerJahr","QuarSort","QuarLang","SteuerTarifSort","SteuerTarifLang","SteuerEInkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2006,73,"Hirslanden",1,"Verheiratetentarif",94.9,59.55,166.9
2006,73,"Hirslanden",2,"Einelternfamilientarif",51.7,30,79.5
2006,74,"Witikon",0,"Grundtarif",44.3,19.9,69.8
2006,74,"Witikon",1,"Verheiratetentarif",91,59.2,140.7
2006,74,"Witikon",2,"Einelternfamilientarif",54.3,31,81.8
2006,81,"Seefeld",0,"Grundtarif",50.4,24,77.9
2006,81,"Seefeld",1,"Verheiratetentarif",98.75,59.4,158.3
2006,81,"Seefeld",2,"Einelternfamilientarif",47.2,29.9,69.1
2006,82,"Mühlebach",0,"Grundtarif",46.45,21.5,73.9
2006,82,"Mühlebach",1,"Verheiratetentarif",93.2,57.5,143.8
2006,82,"Mühlebach",2,"Einelternfamilientarif",49.45,29.35,71.35
2006,83,"Weinegg",0,"Grundtarif",44.2,17.4,67.8
2006,83,"Weinegg",1,"Verheiratetentarif",88.05,59.3,151.7
2006,83,"Weinegg",2,"Einelternfamilientarif",43.3,30,72.4
2006,91,"Albisrieden",0,"Grundtarif",37.2,20,56.05
2006,91,"Albisrieden",1,"Verheiratetentarif",65.2,45.5,92
2006,91,"Albisrieden",2,"Einelternfamilientarif",36.95,18.9,56.5
2006,92,"Altstetten",0,"Grundtarif",36.4,18.3,54.1
2006,92,"Altstetten",1,"Verheiratetentarif",59.8,41.3,81.9
2006,92,"Altstetten",2,"Einelternfamilientarif",32.65,17.15,49.7
2006,101,"Höngg",0,"Grundtarif",45.5,23.1,68.1
2006,101,"Höngg",1,"Verheiratetentarif",81.2,56.7,120.9
2006,101,"Höngg",2,"Einelternfamilientarif",41,21.7,63.1
2006,102,"Wipkingen",0,"Grundtarif",40.3,20,60.6
2006,102,"Wipkingen",1,"Verheiratetentarif",64.9,43.1,92.2
2006,102,"Wipkingen",2,"Einelternfamilientarif",40.15,23.8,56.5
2006,111,"Affoltern",0,"Grundtarif",34.9,17.7,52.2
2006,111,"Affoltern",1,"Verheiratetentarif",62.8,43.2,86.1
2006,111,"Affoltern",2,"Einelternfamilientarif",33.5,14.2,49
2006,115,"Oerlikon",0,"Grundtarif",40.9,20,62.6
2006,115,"Oerlikon",1,"Verheiratetentarif",69.4,45.4,101.8
2006,115,"Oerlikon",2,"Einelternfamilientarif",37.1,18.8,62
2006,119,"Seebach",0,"Grundtarif",34.3,17,53.2
2006,119,"Seebach",1,"Verheiratetentarif",59.2,39,82.6
2006,119,"Seebach",2,"Einelternfamilientarif",32.5,11.5,48.9
2006,121,"Saatlen",0,"Grundtarif",30.8,14.7,45.6
2006,121,"Saatlen",1,"Verheiratetentarif",54.9,36.8,74.8
2006,121,"Saatlen",2,"Einelternfamilientarif",30.2,13.7,44.4
2006,122,"Schwamendingen-Mitte",0,"Grundtarif",30.6,16.3,47.5
2006,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",54.5,36.4,76
2006,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",24.6,5.7,41.3
2006,123,"Hirzenbach",0,"Grundtarif",29.3,14.5,43.45
2006,123,"Hirzenbach",1,"Verheiratetentarif",55.7,37.5,73.1
2006,123,"Hirzenbach",2,"Einelternfamilientarif",29.5,7.8,41.4
2007,11,"Rathaus",0,"Grundtarif",45.25,18.85,79.7
2007,11,"Rathaus",1,"Verheiratetentarif",108.15,60.8,167.2
2007,11,"Rathaus",2,"Einelternfamilientarif",40.85,18.15,79.1
2007,12,"Hochschulen",0,"Grundtarif",39.9,15,71.9
2007,12,"Hochschulen",1,"Verheiratetentarif",101,51.8,244.3
2007,12,"Hochschulen",2,"Einelternfamilientarif",,,
2007,13,"Lindenhof",0,"Grundtarif",52.45,21.3,99.85
2007,13,"Lindenhof",1,"Verheiratetentarif",125.4,82,205
2007,13,"Lindenhof",2,"Einelternfamilientarif",,,
2007,14,"City",0,"Grundtarif",38.4,10.8,77.5
2007,14,"City",1,"Verheiratetentarif",87.7,49.6,136.2
2007,14,"City",2,"Einelternfamilientarif",,,
2007,21,"Wollishofen",0,"Grundtarif",40.4,19.5,62.8
2007,21,"Wollishofen",1,"Verheiratetentarif",78,53.4,118.8
2007,21,"Wollishofen",2,"Einelternfamilientarif",40.2,24,64.3
2007,23,"Leimbach",0,"Grundtarif",37.2,20.3,56
2007,23,"Leimbach",1,"Verheiratetentarif",71.45,49.25,100.65
2007,23,"Leimbach",2,"Einelternfamilientarif",40,21.9,60.9
2007,24,"Enge",0,"Grundtarif",51.7,24.7,84.5
2007,24,"Enge",1,"Verheiratetentarif",100.4,61.1,171.4
2007,24,"Enge",2,"Einelternfamilientarif",52.3,22.5,97.7
2007,31,"Alt-Wiedikon",0,"Grundtarif",45,23.5,67.7
2007,31,"Alt-Wiedikon",1,"Verheiratetentarif",68.45,40.5,108.1
2007,31,"Alt-Wiedikon",2,"Einelternfamilientarif",41.8,22.7,68.1
2007,33,"Friesenberg",0,"Grundtarif",30,10.2,50
2007,33,"Friesenberg",1,"Verheiratetentarif",64.8,47.2,89.1
2007,33,"Friesenberg",2,"Einelternfamilientarif",37.6,24.7,54.4
2007,34,"Sihlfeld",0,"Grundtarif",38.6,20,57.8
2007,34,"Sihlfeld",1,"Verheiratetentarif",56.1,35.2,78.3
2007,34,"Sihlfeld",2,"Einelternfamilientarif",31.6,15.4,48.4
2007,41,"Werd",0,"Grundtarif",42,20,67.1
2007,41,"Werd",1,"Verheiratetentarif",60.6,34.7,97.4
2007,41,"Werd",2,"Einelternfamilientarif",33.3,20.8,56.3
2007,42,"Langstrasse",0,"Grundtarif",35.7,16.2,59.6
2007,42,"Langstrasse",1,"Verheiratetentarif",50.3,31.1,78.1
2007,42,"Langstrasse",2,"Einelternfamilientarif",30.75,8.95,50.2
2007,44,"Hard",0,"Grundtarif",30.95,16.1,47.7
2007,44,"Hard",1,"Verheiratetentarif",51.9,33.5,70
2007,44,"Hard",2,"Einelternfamilientarif",26.9,7.7,41.6
2007,51,"Gewerbeschule",0,"Grundtarif",39.8,20,61.5
2007,51,"Gewerbeschule",1,"Verheiratetentarif",57.9,36.95,79.95
2007,51,"Gewerbeschule",2,"Einelternfamilientarif",35.3,16.6,53.6
2007,52,"Escher Wyss",0,"Grundtarif",53.7,28.9,79.7
2007,52,"Escher Wyss",1,"Verheiratetentarif",73.6,46.7,132.3
2007,52,"Escher Wyss",2,"Einelternfamilientarif",46.9,24.4,65.5
2007,61,"Unterstrass",0,"Grundtarif",43.5,21.9,67
2007,61,"Unterstrass",1,"Verheiratetentarif",73.6,50.3,110.3
2007,61,"Unterstrass",2,"Einelternfamilientarif",42.2,24.8,61.7
2007,63,"Oberstrass",0,"Grundtarif",49.9,22.9,80.55
2007,63,"Oberstrass",1,"Verheiratetentarif",114.1,71,187.2
2007,63,"Oberstrass",2,"Einelternfamilientarif",55.8,34.35,99.35
2007,71,"Fluntern",0,"Grundtarif",55.4,18.4,95.2
2007,71,"Fluntern",1,"Verheiratetentarif",146.65,84.6,254.9
2007,71,"Fluntern",2,"Einelternfamilientarif",66,40.5,132.1
2007,72,"Hottingen",0,"Grundtarif",49.7,20.9,85.1
2007,72,"Hottingen",1,"Verheiratetentarif",126.3,75.05,210.1
2007,72,"Hottingen",2,"Einelternfamilientarif",58.55,33.2,101.2
2007,73,"Hirslanden",0,"Grundtarif",44.9,20.9,71.4
2007,73,"Hirslanden",1,"Verheiratetentarif",99.85,60.8,170.2
2007,73,"Hirslanden",2,"Einelternfamilientarif",50.85,29.4,88.55
2007,74,"Witikon",0,"Grundtarif",45.9,20.3,72.6
2007,74,"Witikon",1,"Verheiratetentarif",95.9,63.2,147.1
2007,74,"Witikon",2,"Einelternfamilientarif",57.2,35.2,85.4
2007,81,"Seefeld",0,"Grundtarif",54,26.1,84.7
2007,81,"Seefeld",1,"Verheiratetentarif",98.6,58.9,161.2
2007,81,"Seefeld",2,"Einelternfamilientarif",51.75,29.15,85.95
2007,82,"Mühlebach",0,"Grundtarif",49.1,22.8,80.6
2007,82,"Mühlebach",1,"Verheiratetentarif",94.65,60.95,152.05
2007,82,"Mühlebach",2,"Einelternfamilientarif",50.5,29.5,74.4
2007,83,"Weinegg",0,"Grundtarif",45.1,17.2,70.4
2007,83,"Weinegg",1,"Verheiratetentarif",93.5,63.95,160.55
2007,83,"Weinegg",2,"Einelternfamilientarif",47.3,31.7,78.7
2007,91,"Albisrieden",0,"Grundtarif",39.1,20.8,58.9
2007,91,"Albisrieden",1,"Verheiratetentarif",68.5,47,96.4
2007,91,"Albisrieden",2,"Einelternfamilientarif",40.6,23.2,59.1
2007,92,"Altstetten",0,"Grundtarif",37.6,19.5,55.8
2007,92,"Altstetten",1,"Verheiratetentarif",61.95,42.9,84.8
2007,92,"Altstetten",2,"Einelternfamilientarif",34.3,15,50.1
2007,101,"Höngg",0,"Grundtarif",46.6,23.4,70.1
2007,101,"Höngg",1,"Verheiratetentarif",84.5,59.2,128.3
2007,101,"Höngg",2,"Einelternfamilientarif",43.8,25.4,65.7
2007,102,"Wipkingen",0,"Grundtarif",41.8,21.2,63.05
2007,102,"Wipkingen",1,"Verheiratetentarif",67.2,45.55,97.75
2007,102,"Wipkingen",2,"Einelternfamilientarif",40.7,23,58.8
2007,111,"Affoltern",0,"Grundtarif",36,19.1,53.8
2007,111,"Affoltern",1,"Verheiratetentarif",65,45,88.4
2007,111,"Affoltern",2,"Einelternfamilientarif",33.1,14,49.4
2007,115,"Oerlikon",0,"Grundtarif",42.7,20.8,65.3
2007,115,"Oerlikon",1,"Verheiratetentarif",72.9,46.7,109.55
2007,115,"Oerlikon",2,"Einelternfamilientarif",40,21,58
2007,119,"Seebach",0,"Grundtarif",35.65,17.5,55
2007,119,"Seebach",1,"Verheiratetentarif",61.55,40.6,85.2
2007,119,"Seebach",2,"Einelternfamilientarif",30.5,13.5,50
2007,121,"Saatlen",0,"Grundtarif",31.6,14.9,47.7
2007,121,"Saatlen",1,"Verheiratetentarif",57.3,37.9,76.4
2007,121,"Saatlen",2,"Einelternfamilientarif",30.8,16,45.8
2007,122,"Schwamendingen-Mitte",0,"Grundtarif",31.3,16.7,48
2007,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",55.5,36.8,76.9
2007,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",26.6,5.25,41.5
2007,123,"Hirzenbach",0,"Grundtarif",30.1,14.7,44.6
2007,123,"Hirzenbach",1,"Verheiratetentarif",57.6,39.4,75.3
2007,123,"Hirzenbach",2,"Einelternfamilientarif",29.85,10.1,45.3
2008,11,"Rathaus",0,"Grundtarif",48.1,19.8,84.7
2008,11,"Rathaus",1,"Verheiratetentarif",115.8,66.1,180.3
2008,11,"Rathaus",2,"Einelternfamilientarif",42.3,22.3,83.5
2008,12,"Hochschulen",0,"Grundtarif",38.4,15.2,73.2
2008,12,"Hochschulen",1,"Verheiratetentarif",115.5,59.1,254.7
2008,12,"Hochschulen",2,"Einelternfamilientarif",,,
2008,13,"Lindenhof",0,"Grundtarif",56,22.2,104
2008,13,"Lindenhof",1,"Verheiratetentarif",129.7,86.4,201.4
2008,13,"Lindenhof",2,"Einelternfamilientarif",,,
2008,14,"City",0,"Grundtarif",38.3,10.8,84.1
2008,14,"City",1,"Verheiratetentarif",83.35,50.1,131.7
2008,14,"City",2,"Einelternfamilientarif",,,
2008,21,"Wollishofen",0,"Grundtarif",41.9,20.4,66.1
2008,21,"Wollishofen",1,"Verheiratetentarif",80.5,55.7,125.05
2008,21,"Wollishofen",2,"Einelternfamilientarif",43.6,25.5,65.5
2008,23,"Leimbach",0,"Grundtarif",38.4,20.2,58.1
2008,23,"Leimbach",1,"Verheiratetentarif",74.1,49.3,104.8
2008,23,"Leimbach",2,"Einelternfamilientarif",44.7,17.1,64.2
2008,24,"Enge",0,"Grundtarif",54.5,25.2,88.6
2008,24,"Enge",1,"Verheiratetentarif",111.7,65.3,188.7
2008,24,"Enge",2,"Einelternfamilientarif",51.3,25.5,92.9
2008,31,"Alt-Wiedikon",0,"Grundtarif",47.2,23.8,70.9
2008,31,"Alt-Wiedikon",1,"Verheiratetentarif",73.1,43,115.9
2008,31,"Alt-Wiedikon",2,"Einelternfamilientarif",45.3,21.4,71.1
2008,33,"Friesenberg",0,"Grundtarif",30.3,10.6,50.9
2008,33,"Friesenberg",1,"Verheiratetentarif",65.9,47.5,92.9
2008,33,"Friesenberg",2,"Einelternfamilientarif",38.35,24.3,52.9
2008,34,"Sihlfeld",0,"Grundtarif",39.4,20,60
2008,34,"Sihlfeld",1,"Verheiratetentarif",58.5,36.8,81.2
2008,34,"Sihlfeld",2,"Einelternfamilientarif",33,16.4,48.8
2008,41,"Werd",0,"Grundtarif",43.9,20.55,70.4
2008,41,"Werd",1,"Verheiratetentarif",60.8,32.6,98.7
2008,41,"Werd",2,"Einelternfamilientarif",37.8,20,62.4
2008,42,"Langstrasse",0,"Grundtarif",38.4,17.8,62.4
2008,42,"Langstrasse",1,"Verheiratetentarif",52.5,32.5,83.2
2008,42,"Langstrasse",2,"Einelternfamilientarif",33.4,11.4,55
2008,44,"Hard",0,"Grundtarif",32.3,16.9,49.9
2008,44,"Hard",1,"Verheiratetentarif",52.55,35.5,71.75
2008,44,"Hard",2,"Einelternfamilientarif",27.3,12.8,40.7
2008,51,"Gewerbeschule",0,"Grundtarif",41.3,20.1,63.6
2008,51,"Gewerbeschule",1,"Verheiratetentarif",59.2,38.45,84.6
2008,51,"Gewerbeschule",2,"Einelternfamilientarif",36.55,13.85,59.95
2008,52,"Escher Wyss",0,"Grundtarif",55.5,31.4,82.8
2008,52,"Escher Wyss",1,"Verheiratetentarif",80,50.9,130
2008,52,"Escher Wyss",2,"Einelternfamilientarif",57.9,31.3,84
2008,61,"Unterstrass",0,"Grundtarif",45.4,22,69.9
2008,61,"Unterstrass",1,"Verheiratetentarif",77,51.6,117.4
2008,61,"Unterstrass",2,"Einelternfamilientarif",43.5,25.8,64.6
2008,63,"Oberstrass",0,"Grundtarif",51.65,23.3,85.2
2008,63,"Oberstrass",1,"Verheiratetentarif",121.05,75.5,199.25
2008,63,"Oberstrass",2,"Einelternfamilientarif",63.5,39.2,105.3
2008,71,"Fluntern",0,"Grundtarif",58.8,20.3,100.6
2008,71,"Fluntern",1,"Verheiratetentarif",152.15,88.4,272.7
2008,71,"Fluntern",2,"Einelternfamilientarif",75,47.2,126.5
2008,72,"Hottingen",0,"Grundtarif",51.6,21,88.8
2008,72,"Hottingen",1,"Verheiratetentarif",130.4,76.9,228.7
2008,72,"Hottingen",2,"Einelternfamilientarif",64.2,38,109.4
2008,73,"Hirslanden",0,"Grundtarif",46.6,21.9,75.6
2008,73,"Hirslanden",1,"Verheiratetentarif",102.65,63.15,174.75
2008,73,"Hirslanden",2,"Einelternfamilientarif",52.9,33.6,84.7
2008,74,"Witikon",0,"Grundtarif",45.3,20.35,74.35
2008,74,"Witikon",1,"Verheiratetentarif",101.4,66.4,156.5
2008,74,"Witikon",2,"Einelternfamilientarif",60.45,36.6,91.1
2008,81,"Seefeld",0,"Grundtarif",56.75,28,91.95
2008,81,"Seefeld",1,"Verheiratetentarif",106.5,60.9,171.3
2008,81,"Seefeld",2,"Einelternfamilientarif",51.1,31.5,89.2
2008,82,"Mühlebach",0,"Grundtarif",50.8,23.5,84.3
2008,82,"Mühlebach",1,"Verheiratetentarif",100.25,63.105,168.95
2008,82,"Mühlebach",2,"Einelternfamilientarif",50,30,75.9
2008,83,"Weinegg",0,"Grundtarif",46.4,17.4,74
2008,83,"Weinegg",1,"Verheiratetentarif",100.25,67.5,168.3
2008,83,"Weinegg",2,"Einelternfamilientarif",48,32.8,78.3
2008,91,"Albisrieden",0,"Grundtarif",40.4,21.8,61.3
2008,91,"Albisrieden",1,"Verheiratetentarif",70.9,49.9,102
2008,91,"Albisrieden",2,"Einelternfamilientarif",44.4,26.6,64.9
2008,92,"Altstetten",0,"Grundtarif",39.3,20,58.3
2008,92,"Altstetten",1,"Verheiratetentarif",63.6,43.9,87.5
2008,92,"Altstetten",2,"Einelternfamilientarif",34.6,17.5,50.2
2008,101,"Höngg",0,"Grundtarif",48.1,24.7,72.9
2008,101,"Höngg",1,"Verheiratetentarif",88.2,60.3,131.5
2008,101,"Höngg",2,"Einelternfamilientarif",46.3,26.2,68
2008,102,"Wipkingen",0,"Grundtarif",43.4,21.9,65.7
2008,102,"Wipkingen",1,"Verheiratetentarif",68.8,46.55,101.7
2008,102,"Wipkingen",2,"Einelternfamilientarif",44.45,25.9,64.4
2008,111,"Affoltern",0,"Grundtarif",37.9,19.65,57.1
2008,111,"Affoltern",1,"Verheiratetentarif",67,46.2,92.6
2008,111,"Affoltern",2,"Einelternfamilientarif",35.95,18.5,54.5
2008,115,"Oerlikon",0,"Grundtarif",43.9,21.2,67.8
2008,115,"Oerlikon",1,"Verheiratetentarif",75.6,48.6,113.3
2008,115,"Oerlikon",2,"Einelternfamilientarif",44.2,23.4,65.2
2008,119,"Seebach",0,"Grundtarif",37.1,18.4,57.5
2008,119,"Seebach",1,"Verheiratetentarif",62.85,41.4,87.45
2008,119,"Seebach",2,"Einelternfamilientarif",34.2,14.1,50.5
2008,121,"Saatlen",0,"Grundtarif",32.1,14.8,49.1
2008,121,"Saatlen",1,"Verheiratetentarif",58.85,40,79.6
2008,121,"Saatlen",2,"Einelternfamilientarif",30.55,18.5,46.4
2008,122,"Schwamendingen-Mitte",0,"Grundtarif",32.5,17,49.8
2008,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",56.4,38.15,78.9
2008,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",25.7,3.9,40.2
2008,123,"Hirzenbach",0,"Grundtarif",30.3,14.7,45.8
2008,123,"Hirzenbach",1,"Verheiratetentarif",58.4,39.6,78
2008,123,"Hirzenbach",2,"Einelternfamilientarif",30,13.3,44.9
2009,11,"Rathaus",0,"Grundtarif",47.7,20,83.7
2009,11,"Rathaus",1,"Verheiratetentarif",113.25,66.8,176.2
2009,11,"Rathaus",2,"Einelternfamilientarif",52,30.2,87.6
2009,12,"Hochschulen",0,"Grundtarif",37.2,15.5,69.4
2009,12,"Hochschulen",1,"Verheiratetentarif",126.75,63.1,239.3
2009,12,"Hochschulen",2,"Einelternfamilientarif",,,
2009,13,"Lindenhof",0,"Grundtarif",56,23,103.1
2009,13,"Lindenhof",1,"Verheiratetentarif",128.95,84.2,208.3
2009,13,"Lindenhof",2,"Einelternfamilientarif",,,
2009,14,"City",0,"Grundtarif",34.35,7.4,87.7
2009,14,"City",1,"Verheiratetentarif",99.65,43.95,166.25
2009,14,"City",2,"Einelternfamilientarif",,,
2009,21,"Wollishofen",0,"Grundtarif",42.4,20,66.95
2009,21,"Wollishofen",1,"Verheiratetentarif",84.2,56.5,128.2
2009,21,"Wollishofen",2,"Einelternfamilientarif",43.8,25,63.8
2009,23,"Leimbach",0,"Grundtarif",37.3,19.4,57.3
2009,23,"Leimbach",1,"Verheiratetentarif",77.25,50.95,107
2009,23,"Leimbach",2,"Einelternfamilientarif",41.35,20.1,65.45
2009,24,"Enge",0,"Grundtarif",54.4,24.2,88.8
2009,24,"Enge",1,"Verheiratetentarif",112.45,66.65,184.3
2009,24,"Enge",2,"Einelternfamilientarif",51.75,33.25,84.25
2009,31,"Alt-Wiedikon",0,"Grundtarif",48.1,24.7,72.5
2009,31,"Alt-Wiedikon",1,"Verheiratetentarif",76.4,46.55,123.2
2009,31,"Alt-Wiedikon",2,"Einelternfamilientarif",49.3,24.9,75.9
2009,33,"Friesenberg",0,"Grundtarif",31.2,10.7,52.6
2009,33,"Friesenberg",1,"Verheiratetentarif",68.35,47.5,94.5
2009,33,"Friesenberg",2,"Einelternfamilientarif",39.8,24.2,56.7
2009,34,"Sihlfeld",0,"Grundtarif",40,20,61.2
2009,34,"Sihlfeld",1,"Verheiratetentarif",59.2,37.6,82
2009,34,"Sihlfeld",2,"Einelternfamilientarif",33.7,14.45,51.15
2009,41,"Werd",0,"Grundtarif",44.4,21.5,72.1
2009,41,"Werd",1,"Verheiratetentarif",62.7,35,105.7
2009,41,"Werd",2,"Einelternfamilientarif",39.75,16.35,63.4
2009,42,"Langstrasse",0,"Grundtarif",38.7,17,63.2
2009,42,"Langstrasse",1,"Verheiratetentarif",54.4,33.4,85.7
2009,42,"Langstrasse",2,"Einelternfamilientarif",36.15,11.95,57.95
2009,44,"Hard",0,"Grundtarif",32.4,16.9,50.5
2009,44,"Hard",1,"Verheiratetentarif",53.9,36.2,73.3
2009,44,"Hard",2,"Einelternfamilientarif",29.5,11.8,45.5
2009,51,"Gewerbeschule",0,"Grundtarif",40.8,20,64.7
2009,51,"Gewerbeschule",1,"Verheiratetentarif",59.95,38.6,85.5
2009,51,"Gewerbeschule",2,"Einelternfamilientarif",40.85,19.7,60.65
2009,52,"Escher Wyss",0,"Grundtarif",55,28.6,84.5
2009,52,"Escher Wyss",1,"Verheiratetentarif",89.5,55,136.4
2009,52,"Escher Wyss",2,"Einelternfamilientarif",50.2,30,85.2
2009,61,"Unterstrass",0,"Grundtarif",45.65,21.9,70.6
2009,61,"Unterstrass",1,"Verheiratetentarif",79.9,53.35,120.7
2009,61,"Unterstrass",2,"Einelternfamilientarif",42.8,26,68.7
2009,63,"Oberstrass",0,"Grundtarif",51.6,23.7,85.5
2009,63,"Oberstrass",1,"Verheiratetentarif",126.65,79.2,198.6
2009,63,"Oberstrass",2,"Einelternfamilientarif",64.25,38.95,111.15
2009,71,"Fluntern",0,"Grundtarif",56.1,18.6,98.8
2009,71,"Fluntern",1,"Verheiratetentarif",153.7,94.1,253.9
2009,71,"Fluntern",2,"Einelternfamilientarif",76.4,42.5,124.6
2009,72,"Hottingen",0,"Grundtarif",50.7,20.1,88.55
2009,72,"Hottingen",1,"Verheiratetentarif",132.3,76.3,233.4
2009,72,"Hottingen",2,"Einelternfamilientarif",68.5,36.3,114.5
2009,73,"Hirslanden",0,"Grundtarif",46.2,20.9,75
2009,73,"Hirslanden",1,"Verheiratetentarif",109,66.8,182.2
2009,73,"Hirslanden",2,"Einelternfamilientarif",57.3,35.4,84.4
2009,74,"Witikon",0,"Grundtarif",46.9,20.9,75
2009,74,"Witikon",1,"Verheiratetentarif",103.8,68.2,158.2
2009,74,"Witikon",2,"Einelternfamilientarif",63.2,35.25,97.8
2009,81,"Seefeld",0,"Grundtarif",57.2,27.9,92.8
2009,81,"Seefeld",1,"Verheiratetentarif",107.8,61.2,175.9
2009,81,"Seefeld",2,"Einelternfamilientarif",64.75,33.25,100.75
2009,82,"Mühlebach",0,"Grundtarif",53,23.1,86.1
2009,82,"Mühlebach",1,"Verheiratetentarif",110.35,67.7,168.4
2009,82,"Mühlebach",2,"Einelternfamilientarif",51.4,26.4,86.1
2009,83,"Weinegg",0,"Grundtarif",46.4,18.4,74.5
2009,83,"Weinegg",1,"Verheiratetentarif",100.9,67.1,165
2009,83,"Weinegg",2,"Einelternfamilientarif",54.8,33,86.1
2009,91,"Albisrieden",0,"Grundtarif",41.7,22.3,62.2
2009,91,"Albisrieden",1,"Verheiratetentarif",73.6,50.8,104.1
2009,91,"Albisrieden",2,"Einelternfamilientarif",44.2,26.6,66.2
2009,92,"Altstetten",0,"Grundtarif",39.7,20,58.6
2009,92,"Altstetten",1,"Verheiratetentarif",64.6,44.4,88.8
2009,92,"Altstetten",2,"Einelternfamilientarif",35.7,19,52.9
2009,101,"Höngg",0,"Grundtarif",48.3,24.3,73.2
2009,101,"Höngg",1,"Verheiratetentarif",90.45,62.1,135.2
2009,101,"Höngg",2,"Einelternfamilientarif",49.45,29.5,73.2
2009,102,"Wipkingen",0,"Grundtarif",43.9,22.2,65.8
2009,102,"Wipkingen",1,"Verheiratetentarif",71.9,48.5,108.9
2009,102,"Wipkingen",2,"Einelternfamilientarif",46.7,27.2,68.1
2009,111,"Affoltern",0,"Grundtarif",38.5,19.4,57.6
2009,111,"Affoltern",1,"Verheiratetentarif",68.7,48,94.35
2009,111,"Affoltern",2,"Einelternfamilientarif",36.95,18.85,56.905
2009,115,"Oerlikon",0,"Grundtarif",44.6,20.6,68.3
2009,115,"Oerlikon",1,"Verheiratetentarif",77.9,48.9,116.3
2009,115,"Oerlikon",2,"Einelternfamilientarif",44.5,24.8,67.1
2009,119,"Seebach",0,"Grundtarif",37,17.5,58.4
2009,119,"Seebach",1,"Verheiratetentarif",64.9,42.5,90.1
2009,119,"Seebach",2,"Einelternfamilientarif",35,14.4,53.4
2009,121,"Saatlen",0,"Grundtarif",32.7,14.7,50
2009,121,"Saatlen",1,"Verheiratetentarif",59.9,39.9,81.5
2009,121,"Saatlen",2,"Einelternfamilientarif",31.2,16.8,46.7
2009,122,"Schwamendingen-Mitte",0,"Grundtarif",32.7,17,50.6
2009,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",57.95,38.3,79.8
2009,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",26.4,4.1,43.4
2009,123,"Hirzenbach",0,"Grundtarif",30.5,14.6,45.9
2009,123,"Hirzenbach",1,"Verheiratetentarif",59.25,39.8,78.8
2009,123,"Hirzenbach",2,"Einelternfamilientarif",29,11.1,46.7
2010,11,"Rathaus",0,"Grundtarif",47.4,19.4,83.1
2010,11,"Rathaus",1,"Verheiratetentarif",120,69.3,181.9
2010,11,"Rathaus",2,"Einelternfamilientarif",52.7,29.7,96.6
2010,12,"Hochschulen",0,"Grundtarif",36.5,13.1,63.9
2010,12,"Hochschulen",1,"Verheiratetentarif",137.1,58.8,249.2
2010,12,"Hochschulen",2,"Einelternfamilientarif",,,
2010,13,"Lindenhof",0,"Grundtarif",55.9,22.5,105.5
2010,13,"Lindenhof",1,"Verheiratetentarif",122.65,82.9,196.5
2010,13,"Lindenhof",2,"Einelternfamilientarif",,,
2010,14,"City",0,"Grundtarif",31.35,1.55,85.25
2010,14,"City",1,"Verheiratetentarif",105.9,53.9,163.9
2010,14,"City",2,"Einelternfamilientarif",,,
2010,21,"Wollishofen",0,"Grundtarif",42.6,19.6,67.15
2010,21,"Wollishofen",1,"Verheiratetentarif",85,57.8,131.6
2010,21,"Wollishofen",2,"Einelternfamilientarif",42.1,25,66
2010,23,"Leimbach",0,"Grundtarif",36.8,20,57.45
2010,23,"Leimbach",1,"Verheiratetentarif",79.5,52.1,108.7
2010,23,"Leimbach",2,"Einelternfamilientarif",40.3,17.6,61.3
2010,24,"Enge",0,"Grundtarif",54.9,24.9,91.5
2010,24,"Enge",1,"Verheiratetentarif",115.9,65.2,191.8
2010,24,"Enge",2,"Einelternfamilientarif",54,30.7,89.9
2010,31,"Alt-Wiedikon",0,"Grundtarif",48.8,24.7,74.4
2010,31,"Alt-Wiedikon",1,"Verheiratetentarif",79.65,46.95,127.1
2010,31,"Alt-Wiedikon",2,"Einelternfamilientarif",50.15,28.5,82.3
2010,33,"Friesenberg",0,"Grundtarif",31.45,11,53.4
2010,33,"Friesenberg",1,"Verheiratetentarif",68.6,48.1,95.55
2010,33,"Friesenberg",2,"Einelternfamilientarif",38.95,23.35,54.25
2010,34,"Sihlfeld",0,"Grundtarif",39.8,20,60.9
2010,34,"Sihlfeld",1,"Verheiratetentarif",59,37.65,84.4
2010,34,"Sihlfeld",2,"Einelternfamilientarif",35.2,15.05,53.15
2010,41,"Werd",0,"Grundtarif",44.5,20.6,71.6
2010,41,"Werd",1,"Verheiratetentarif",67.45,36.95,117
2010,41,"Werd",2,"Einelternfamilientarif",43.3,29,86.7
2010,42,"Langstrasse",0,"Grundtarif",39.4,17.3,63.1
2010,42,"Langstrasse",1,"Verheiratetentarif",54.7,34.1,86.4
2010,42,"Langstrasse",2,"Einelternfamilientarif",39.6,19,61.7
